date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,collision_date,weekday,number_of_collisions,total_number_injured,total_number_killed
2017-07-17,2017,07,17,78.2,66.8,1016.6,10.0,2.1,8.0,15.0,87.1,68.0,0.0,999.9,0,2017-07-17,1,639,165,1
2017-07-18,2017,07,18,79.6,69.5,1018.2,10.0,1.9,7.0,999.9,88.0,73.0,0.0,999.9,0,2017-07-18,2,706,204,0
2017-07-19,2017,07,19,83.2,68.3,1016.6,9.9,3.5,6.0,15.9,91.9,73.0,0.0,999.9,0,2017-07-19,3,747,193,1
2017-07-20,2017,07,20,85.7,67.8,1014.0,9.5,2.1,7.0,999.9,93.9,77.0,0.0,999.9,0,2017-07-20,4,774,182,0
2017-07-21,2017,07,21,82.5,66.8,1011.9,9.8,3.1,6.0,999.9,93.9,75.9,0.01,999.9,0,2017-07-21,5,733,198,2
2017-07-22,2017,07,22,83.8,65.0,1010.6,9.9,2.5,6.0,999.9,91.9,75.9,0.0,999.9,0,2017-07-22,6,648,183,1
2017-07-23,2017,07,23,74.6,69.9,1008.8,5.2,2.0,8.0,999.9,91.9,71.1,0.62,999.9,1,2017-07-23,7,554,162,1
2017-07-24,2017,07,24,69.3,64.4,1010.0,7.5,5.7,12.0,20.0,79.0,63.0,0.36,999.9,1,2017-07-24,1,620,168,0
2017-07-25,2017,07,25,65.8,59.0,1016.8,10.0,4.7,7.0,999.9,73.0,62.1,0.39,999.9,0,2017-07-25,2,595,171,0
2017-07-26,2017,07,26,69.7,56.9,1023.0,10.0,4.0,8.0,999.9,77.0,62.1,0.0,999.9,0,2017-07-26,3,635,181,1
2017-07-27,2017,07,27,70.8,62.7,1017.2,10.0,2.4,6.0,999.9,78.1,64.9,0.0,999.9,0,2017-07-27,4,610,171,2
2017-07-28,2017,07,28,76.8,68.1,1010.3,8.5,1.3,6.0,999.9,84.9,64.9,0.0,999.9,0,2017-07-28,5,685,178,3
2017-07-29,2017,07,29,72.9,56.2,1009.0,10.0,8.2,11.1,21.0,84.9,66.9,0.0,999.9,0,2017-07-29,6,512,147,1
2017-07-30,2017,07,30,72.4,51.4,1014.6,10.0,4.4,7.0,999.9,82.0,64.0,0.0,999.9,0,2017-07-30,7,606,199,1
2017-07-31,2017,07,31,76.1,56.5,1017.5,10.0,1.9,5.1,999.9,88.0,64.0,0.0,999.9,0,2017-07-31,1,656,155,0
2017-08-01,2017,08,01,80.2,61.7,1016.6,10.0,1.8,5.1,999.9,91.9,66.0,0.0,999.9,0,2017-08-01,2,705,205,1
2017-08-02,2017,08,02,77.6,67.4,1017.3,8.0,1.7,8.0,15.9,91.9,69.1,0.0,999.9,0,2017-08-02,3,618,148,0
2017-08-03,2017,08,03,75.2,66.4,1019.0,8.1,1.4,6.0,999.9,87.1,68.0,0.09,999.9,0,2017-08-03,4,713,207,0
2017-08-04,2017,08,04,76.8,67.2,1017.0,9.2,3.1,8.9,18.1,87.1,68.0,0.15,999.9,0,2017-08-04,5,758,181,2
2017-08-05,2017,08,05,74.6,67.6,1012.2,8.8,4.1,8.0,17.1,84.0,69.1,0.3,999.9,0,2017-08-05,6,573,156,1
2017-08-06,2017,08,06,70.2,52.8,1017.5,10.0,3.8,6.0,999.9,78.1,64.0,0.0,999.9,0,2017-08-06,7,519,154,1
2017-08-07,2017,08,07,68.0,59.9,1019.1,6.7,2.4,6.0,999.9,75.9,64.0,0.0,999.9,0,2017-08-07,1,606,154,0
2017-08-08,2017,08,08,69.4,62.7,1013.7,7.5,2.4,8.0,999.9,78.1,64.0,0.76,999.9,0,2017-08-08,2,631,176,2
2017-08-09,2017,08,09,74.0,57.5,1021.0,10.0,1.1,5.1,999.9,84.9,64.0,0.0,999.9,0,2017-08-09,3,655,147,1
2017-08-10,2017,08,10,75.3,60.2,1023.1,9.8,2.1,6.0,999.9,84.9,64.0,0.0,999.9,0,2017-08-10,4,650,174,1
2017-08-11,2017,08,11,74.3,58.5,1020.4,10.0,2.4,8.0,14.0,82.9,68.0,0.0,999.9,0,2017-08-11,5,655,172,0
2017-08-12,2017,08,12,71.0,65.2,1014.9,9.1,2.1,6.0,999.9,82.0,64.0,0.11,999.9,0,2017-08-12,6,526,158,1
2017-08-13,2017,08,13,76.1,64.9,1013.2,9.8,3.7,7.0,999.9,82.9,64.0,0.0,999.9,0,2017-08-13,7,563,189,0
2017-08-14,2017,08,14,75.4,61.8,1016.1,10.0,1.9,5.1,999.9,82.9,70.0,0.0,999.9,0,2017-08-14,1,602,139,1
2017-08-15,2017,08,15,72.1,68.4,1013.6,5.5,1.2,5.1,999.9,75.0,68.0,0.28,999.9,0,2017-08-15,2,577,159,0
2017-08-16,2017,08,16,76.0,66.3,1013.9,6.9,1.5,7.0,999.9,87.1,68.0,0.17,999.9,0,2017-08-16,3,600,167,2
2017-08-17,2017,08,17,75.7,59.6,1016.6,10.0,2.7,8.0,999.9,87.1,69.1,0.0,999.9,0,2017-08-17,4,639,170,2
2017-08-18,2017,08,18,76.4,72.7,1011.7,6.4,2.0,7.0,999.9,82.9,69.1,0.03,999.9,1,2017-08-18,5,612,164,0
2017-08-19,2017,08,19,77.9,68.2,1009.9,9.5,2.5,7.0,15.0,86.0,73.0,0.85,999.9,0,2017-08-19,6,638,214,2
2017-08-20,2017,08,20,76.6,60.7,1015.7,10.0,4.2,7.0,999.9,86.0,69.1,0.0,999.9,0,2017-08-20,7,538,173,0
2017-08-21,2017,08,21,77.9,62.7,1021.1,9.9,2.2,6.0,999.9,87.1,69.1,0.0,999.9,0,2017-08-21,1,627,167,1
2017-08-22,2017,08,22,80.6,71.3,1014.9,8.5,4.5,9.9,20.0,89.1,71.1,0.0,999.9,0,2017-08-22,2,684,174,0
2017-08-23,2017,08,23,76.4,62.6,1009.3,8.5,4.9,9.9,22.0,89.1,71.1,0.3,999.9,0,2017-08-23,3,629,169,0
2017-08-24,2017,08,24,72.9,52.0,1012.8,10.0,2.4,7.0,999.9,81.0,64.9,0.0,999.9,0,2017-08-24,4,631,202,1
2017-08-25,2017,08,25,70.5,53.5,1017.9,10.0,2.1,7.0,999.9,80.1,63.0,0.0,999.9,0,2017-08-25,5,633,199,1
2017-08-26,2017,08,26,70.0,48.9,1023.6,10.0,3.1,7.0,999.9,78.1,62.1,0.0,999.9,0,2017-08-26,6,570,169,0
2017-08-27,2017,08,27,69.2,48.7,1024.4,10.0,3.9,8.0,15.0,78.1,62.1,0.0,999.9,0,2017-08-27,7,498,153,2
2017-08-28,2017,08,28,69.0,53.4,1025.0,9.7,4.7,9.9,15.0,78.1,63.0,0.0,999.9,0,2017-08-28,1,584,182,0
2017-08-29,2017,08,29,65.7,57.5,1022.5,9.3,7.2,13.0,21.0,75.9,63.0,0.0,999.9,0,2017-08-29,2,614,183,0
2017-08-30,2017,08,30,67.1,55.4,1014.7,9.5,5.1,9.9,17.1,78.1,60.1,0.3,999.9,0,2017-08-30,3,671,184,0
2017-08-31,2017,08,31,72.1,57.6,1013.1,10.0,3.5,6.0,999.9,81.0,60.1,0.01,999.9,0,2017-08-31,4,618,157,1
2017-09-01,2017,09,01,64.3,41.7,1018.3,10.0,3.9,8.0,999.9,81.0,55.0,0.0,999.9,0,2017-09-01,5,681,190,1
2017-09-02,2017,09,02,61.9,45.4,1022.5,9.8,4.4,7.0,999.9,71.1,54.0,0.0,999.9,0,2017-09-02,6,562,187,0
2017-09-03,2017,09,03,62.1,59.3,1013.9,6.5,4.8,8.9,999.9,69.1,54.0,1.12,999.9,1,2017-09-03,7,518,197,1
2017-09-04,2017,09,04,69.3,57.0,1013.4,10.0,4.5,8.0,15.9,80.1,59.0,0.15,999.9,0,2017-09-04,1,532,221,1
2017-09-05,2017,09,05,75.6,64.4,1009.0,9.2,3.5,7.0,999.9,84.9,61.0,0.0,999.9,0,2017-09-05,2,707,185,0
2017-09-06,2017,09,06,67.8,62.1,1010.8,8.1,2.4,7.0,999.9,84.9,62.1,0.01,999.9,0,2017-09-06,3,608,156,0
2017-09-07,2017,09,07,64.4,57.2,1011.8,7.3,3.9,7.0,15.9,72.0,59.0,0.42,999.9,0,2017-09-07,4,790,245,1
2017-09-08,2017,09,08,64.9,49.6,1018.1,10.0,2.6,6.0,19.0,71.1,57.9,0.01,999.9,0,2017-09-08,5,740,203,0
2017-09-09,2017,09,09,62.0,48.3,1023.6,10.0,4.2,8.9,15.0,71.1,55.0,0.0,999.9,0,2017-09-09,6,608,205,0
2017-09-10,2017,09,10,63.7,49.1,1027.0,10.0,5.0,9.9,18.1,72.0,55.0,0.0,999.9,0,2017-09-10,7,533,162,2
2017-09-11,2017,09,11,65.4,48.3,1025.6,10.0,1.9,6.0,999.9,75.9,55.0,0.0,999.9,0,2017-09-11,1,735,196,0
2017-09-12,2017,09,12,69.0,53.5,1017.4,10.0,0.8,4.1,999.9,78.1,55.0,0.0,999.9,0,2017-09-12,2,680,173,1
2017-09-13,2017,09,13,71.4,59.5,1012.6,9.5,2.0,7.0,999.9,82.9,59.0,0.0,999.9,0,2017-09-13,3,738,202,3
2017-09-14,2017,09,14,74.0,67.3,1011.4,9.1,2.1,7.0,999.9,82.9,64.0,0.06,999.9,0,2017-09-14,4,728,166,2
2017-09-15,2017,09,15,74.2,63.3,1015.9,10.0,2.0,5.1,999.9,81.0,66.9,0.02,999.9,0,2017-09-15,5,827,254,0
2017-09-16,2017,09,16,74.6,67.6,1019.7,6.4,2.3,7.0,999.9,82.0,66.9,0.0,999.9,0,2017-09-16,6,623,170,1
2017-09-17,2017,09,17,73.2,66.6,1020.3,5.5,2.4,6.0,999.9,82.0,69.1,0.0,999.9,0,2017-09-17,7,586,202,0
2017-09-18,2017,09,18,70.7,65.3,1019.6,8.8,4.7,9.9,999.9,81.0,68.0,0.0,999.9,0,2017-09-18,1,672,207,6
2017-09-19,2017,09,19,72.3,65.4,1015.8,9.5,8.0,14.0,25.1,78.1,68.0,0.0,999.9,0,2017-09-19,2,661,167,0
2017-09-20,2017,09,20,74.2,64.0,1011.4,10.0,6.8,12.0,19.0,79.0,69.1,0.22,999.9,0,2017-09-20,3,583,156,0
2017-09-21,2017,09,21,75.4,63.1,1015.0,10.0,4.4,7.0,999.9,80.1,71.1,0.0,999.9,0,2017-09-21,4,535,127,0
2017-09-22,2017,09,22,74.3,54.0,1015.6,10.0,5.9,8.9,20.0,82.0,66.0,0.0,999.9,0,2017-09-22,5,614,146,1
2017-09-23,2017,09,23,76.7,52.8,1016.1,10.0,5.2,8.9,15.9,87.1,66.0,0.0,999.9,0,2017-09-23,6,631,208,0
2017-09-24,2017,09,24,78.5,60.2,1017.4,10.0,1.3,5.1,999.9,91.0,68.0,0.0,999.9,0,2017-09-24,7,587,189,1
2017-09-25,2017,09,25,78.6,64.4,1017.1,9.9,2.3,7.0,999.9,91.0,69.1,0.0,999.9,0,2017-09-25,1,726,138,1
2017-09-26,2017,09,26,73.8,65.3,1016.5,9.7,2.2,5.1,999.9,88.0,68.0,0.0,999.9,0,2017-09-26,2,656,217,1
2017-09-27,2017,09,27,76.0,68.1,1012.2,10.0,3.4,6.0,999.9,87.1,68.0,0.0,999.9,0,2017-09-27,3,696,177,1
2017-09-28,2017,09,28,73.9,59.2,1008.1,9.6,4.6,12.0,19.0,87.1,66.9,0.0,999.9,0,2017-09-28,4,740,206,0
2017-09-29,2017,09,29,61.5,43.6,1016.2,10.0,2.7,6.0,999.9,79.0,55.0,0.0,999.9,0,2017-09-29,5,757,215,0
2017-09-30,2017,09,30,60.2,47.8,1019.1,10.0,4.1,11.1,20.0,68.0,55.0,0.0,999.9,0,2017-09-30,6,550,143,4
2017-10-01,2017,10,01,58.3,44.3,1027.5,10.0,3.8,9.9,17.1,68.0,50.0,0.0,999.9,0,2017-10-01,7,571,164,1
2017-10-02,2017,10,02,61.4,41.7,1028.3,10.0,2.3,5.1,999.9,73.0,50.0,0.0,999.9,0,2017-10-02,1,739,198,0
2017-10-03,2017,10,03,62.5,49.2,1034.9,10.0,2.5,5.1,999.9,73.0,52.0,0.0,999.9,0,2017-10-03,2,687,142,1
2017-10-04,2017,10,04,64.0,52.0,1029.8,10.0,3.7,8.9,18.1,75.0,55.9,0.0,999.9,0,2017-10-04,3,711,209,0
2017-10-05,2017,10,05,71.7,58.2,1020.0,9.9,4.9,8.0,18.1,82.9,55.9,0.0,999.9,0,2017-10-05,4,657,163,0
2017-10-06,2017,10,06,73.3,61.9,1018.2,9.8,2.8,7.0,999.9,82.9,64.9,0.0,999.9,0,2017-10-06,5,649,183,2
2017-10-07,2017,10,07,72.5,64.8,1018.7,8.2,2.6,7.0,999.9,82.0,66.0,0.0,999.9,0,2017-10-07,6,570,177,0
2017-10-08,2017,10,08,73.9,69.7,1014.7,8.9,4.5,7.0,999.9,81.0,66.0,0.0,999.9,0,2017-10-08,7,521,136,0
2017-10-09,2017,10,09,73.9,71.5,1014.3,6.5,3.5,7.0,15.9,77.0,71.1,0.27,999.9,0,2017-10-09,1,546,183,0
2017-10-10,2017,10,10,73.8,63.7,1016.5,9.7,3.3,8.0,999.9,81.0,66.0,0.21,999.9,0,2017-10-10,2,768,241,1
2017-10-11,2017,10,11,69.7,58.7,1019.6,9.8,4.2,7.0,999.9,81.0,64.9,0.0,999.9,0,2017-10-11,3,628,170,0
2017-10-12,2017,10,12,60.7,52.3,1025.3,9.5,7.2,13.0,22.0,77.0,55.9,0.12,999.9,0,2017-10-12,4,603,168,0
2017-10-13,2017,10,13,58.3,48.5,1029.4,10.0,5.7,8.0,15.9,66.9,52.0,0.01,999.9,0,2017-10-13,5,658,157,1
2017-10-14,2017,10,14,65.5,60.6,1024.0,7.7,3.1,5.1,999.9,72.0,52.0,0.08,999.9,0,2017-10-14,6,567,164,0
2017-10-15,2017,10,15,68.7,62.4,1015.3,9.3,3.1,9.9,20.0,73.9,61.0,0.0,999.9,0,2017-10-15,7,496,151,1
2017-10-16,2017,10,16,61.0,48.7,1014.3,9.4,5.3,11.1,17.1,73.9,53.1,0.01,999.9,0,2017-10-16,1,641,165,1
2017-10-17,2017,10,17,49.8,32.2,1025.0,10.0,3.6,8.0,14.0,69.1,42.1,0.0,999.9,0,2017-10-17,2,736,193,2
2017-10-18,2017,10,18,58.5,40.8,1025.6,9.4,3.2,7.0,999.9,72.0,42.1,0.0,999.9,0,2017-10-18,3,737,191,0
2017-10-19,2017,10,19,63.2,44.6,1022.9,9.9,4.1,8.0,999.9,72.0,50.0,0.0,999.9,0,2017-10-19,4,766,223,1
2017-10-20,2017,10,20,64.8,39.1,1019.7,9.8,4.0,8.0,15.0,73.0,55.9,0.0,999.9,0,2017-10-20,5,823,264,1
2017-10-21,2017,10,21,65.5,37.6,1025.3,10.0,1.7,4.1,999.9,78.1,55.9,0.0,999.9,0,2017-10-21,6,583,163,3
2017-10-22,2017,10,22,66.0,46.9,1028.4,9.6,1.6,5.1,999.9,78.1,55.9,0.0,999.9,0,2017-10-22,7,528,167,1
2017-10-23,2017,10,23,66.7,59.7,1024.5,9.6,2.9,7.0,17.1,75.9,57.0,0.0,999.9,0,2017-10-23,1,669,179,0
2017-10-24,2017,10,24,69.7,65.5,1011.2,6.9,6.5,12.0,26.0,73.9,61.0,0.05,999.9,0,2017-10-24,2,685,148,1
2017-10-25,2017,10,25,63.2,53.4,1006.1,9.1,1.6,6.0,999.9,68.0,57.9,0.15,999.9,0,2017-10-25,3,648,165,1
2017-10-26,2017,10,26,56.2,40.0,1005.3,10.0,4.9,8.0,14.0,66.9,53.1,0.0,999.9,0,2017-10-26,4,658,130,0
2017-10-27,2017,10,27,53.8,36.4,1016.7,10.0,3.6,6.0,15.9,62.1,46.9,0.0,999.9,0,2017-10-27,5,759,225,0
2017-10-28,2017,10,28,60.7,47.4,1016.6,10.0,3.8,8.0,14.0,69.1,46.9,0.0,999.9,0,2017-10-28,6,615,180,0
2017-10-29,2017,10,29,63.1,61.2,1007.8,5.9,5.0,8.9,22.9,69.1,55.0,0.09,999.9,1,2017-10-29,7,613,233,0
2017-10-30,2017,10,30,55.6,46.7,995.7,7.5,7.6,15.9,31.1,66.9,46.0,3.16,999.9,0,2017-10-30,1,832,212,0
2017-10-31,2017,10,31,52.0,33.2,1015.3,10.0,5.3,8.0,18.1,61.0,46.0,0.03,999.9,0,2017-10-31,2,696,178,10
2017-11-01,2017,11,01,50.0,33.6,1025.6,10.0,2.4,7.0,999.9,57.0,43.0,0.0,999.9,0,2017-11-01,3,607,173,2
2017-11-02,2017,11,02,63.4,56.2,1023.8,9.4,2.5,6.0,999.9,72.0,43.0,0.0,999.9,0,2017-11-02,4,746,186,1
2017-11-03,2017,11,03,66.8,57.5,1018.3,9.9,3.9,8.0,19.0,73.9,57.9,0.0,999.9,0,2017-11-03,5,776,190,0
2017-11-04,2017,11,04,51.5,35.5,1025.4,10.0,5.1,8.9,17.1,57.9,46.0,0.0,999.9,0,2017-11-04,6,613,163,0
2017-11-05,2017,11,05,55.0,49.9,1024.1,8.1,4.6,8.0,999.9,60.1,46.0,0.01,999.9,0,2017-11-05,7,519,161,0
2017-11-06,2017,11,06,62.1,58.1,1013.9,8.2,3.5,7.0,15.0,68.0,51.1,0.01,999.9,0,2017-11-06,1,682,167,2
2017-11-07,2017,11,07,46.0,35.4,1021.0,9.3,5.4,9.9,15.9,66.0,39.9,0.01,999.9,0,2017-11-07,2,710,181,2
2017-11-08,2017,11,08,42.8,36.2,1023.5,9.4,5.4,9.9,18.1,48.9,39.0,0.7,999.9,0,2017-11-08,3,662,140,0
2017-11-09,2017,11,09,46.6,37.2,1022.0,9.8,2.7,5.1,999.9,55.0,39.0,0.0,999.9,0,2017-11-09,4,702,180,1
2017-11-10,2017,11,10,41.3,25.0,1020.6,10.0,7.6,14.0,27.0,55.0,28.9,0.01,999.9,0,2017-11-10,5,724,158,3
2017-11-11,2017,11,11,29.2,9.1,1033.4,10.0,4.9,8.0,15.9,51.1,24.1,0.0,999.9,0,2017-11-11,6,623,152,0
2017-11-12,2017,11,12,37.8,19.3,1031.7,10.0,1.6,6.0,999.9,46.0,24.1,0.0,999.9,0,2017-11-12,7,539,141,2
2017-11-13,2017,11,13,43.8,33.2,1027.2,8.9,2.9,6.0,999.9,46.9,32.0,0.0,999.9,0,2017-11-13,1,699,141,1
2017-11-14,2017,11,14,41.3,32.1,1026.2,10.0,3.7,7.0,999.9,48.0,35.1,0.07,999.9,0,2017-11-14,2,647,145,1
2017-11-15,2017,11,15,42.7,32.0,1024.5,10.0,4.4,8.0,999.9,48.9,35.1,0.0,999.9,0,2017-11-15,3,713,193,0
2017-11-16,2017,11,16,51.4,41.6,1012.7,9.3,5.7,9.9,21.0,57.0,37.0,0.17,999.9,0,2017-11-16,4,811,251,0
2017-11-17,2017,11,17,43.6,25.0,1015.7,10.0,7.4,9.9,27.0,57.0,39.0,0.03,999.9,0,2017-11-17,5,814,191,1
2017-11-18,2017,11,18,42.6,26.4,1012.5,9.6,2.6,7.0,999.9,51.1,34.0,0.0,999.9,0,2017-11-18,6,629,174,2
2017-11-19,2017,11,19,52.1,40.7,997.1,9.5,7.8,17.1,34.0,59.0,34.0,0.31,999.9,0,2017-11-19,7,573,177,0
2017-11-20,2017,11,20,41.5,24.8,1013.8,9.8,6.7,11.1,22.0,59.0,36.0,0.02,999.9,0,2017-11-20,1,748,182,0
2017-11-21,2017,11,21,48.0,28.3,1018.9,10.0,4.0,7.0,20.0,57.9,36.0,0.0,999.9,0,2017-11-21,2,790,194,0
2017-11-22,2017,11,22,51.0,40.5,1014.7,8.6,5.2,14.0,25.1,57.9,41.0,0.07,999.9,0,2017-11-22,3,774,185,1
2017-11-23,2017,11,23,36.6,19.2,1018.1,10.0,5.1,13.0,21.0,55.9,30.9,0.14,999.9,0,2017-11-23,4,469,161,0
2017-11-24,2017,11,24,41.2,21.7,1016.4,10.0,2.9,7.0,15.0,50.0,30.9,0.0,999.9,0,2017-11-24,5,502,128,2
2017-11-25,2017,11,25,48.7,30.4,1009.5,10.0,4.2,8.0,22.0,57.0,35.1,0.0,999.9,0,2017-11-25,6,456,110,1
2017-11-26,2017,11,26,47.1,29.0,1011.3,10.0,5.3,15.0,24.1,57.0,42.1,0.0,999.9,0,2017-11-26,7,485,150,1
2017-11-27,2017,11,27,43.5,24.3,1016.5,10.0,5.9,13.0,18.1,51.1,39.0,0.0,999.9,0,2017-11-27,1,635,142,0
2017-11-28,2017,11,28,43.3,28.3,1027.5,10.0,3.9,8.0,14.0,53.1,36.0,0.0,999.9,0,2017-11-28,2,649,157,1
2017-11-29,2017,11,29,53.6,36.6,1020.5,9.9,5.1,11.1,21.0,63.0,36.0,0.0,999.9,0,2017-11-29,3,701,184,0
2017-11-30,2017,11,30,43.7,28.8,1024.5,10.0,3.9,7.0,999.9,63.0,37.9,0.0,999.9,0,2017-11-30,4,663,165,0
2017-12-01,2017,12,01,48.8,37.1,1020.5,10.0,4.2,8.0,15.9,53.1,37.9,0.03,999.9,0,2017-12-01,5,772,198,0
2017-12-02,2017,12,02,43.5,29.0,1025.2,10.0,3.5,7.0,999.9,52.0,39.0,0.0,999.9,0,2017-12-02,6,575,127,0
2017-12-03,2017,12,03,45.4,36.2,1023.0,10.0,1.9,5.1,999.9,48.2,43.0,0.0,999.9,0,2017-12-03,7,448,113,3
2017-12-04,2017,12,04,45.1,38.7,1028.1,7.3,2.5,7.0,999.9,51.1,39.9,0.0,999.9,0,2017-12-04,1,684,201,0
2017-12-05,2017,12,05,54.2,46.2,1023.6,9.6,5.5,9.9,19.0,61.0,39.9,0.0,999.9,0,2017-12-05,2,704,197,1
2017-12-06,2017,12,06,49.3,34.5,1013.5,8.5,7.4,14.0,22.9,61.0,39.9,0.75,999.9,0,2017-12-06,3,651,146,0
2017-12-07,2017,12,07,40.8,19.1,1015.5,10.0,5.8,12.0,22.9,59.0,37.0,0.0,999.9,0,2017-12-07,4,693,192,0
2017-12-08,2017,12,08,37.1,18.6,1017.3,10.0,3.7,7.0,14.0,44.1,34.0,0.0,999.9,0,2017-12-08,5,682,160,1
2017-12-09,2017,12,09,33.6,21.9,1012.9,6.1,4.3,8.9,999.9,36.0,30.2,0.0,999.9,1,2017-12-09,6,538,145,0
2017-12-10,2017,12,10,33.0,24.5,1011.1,5.4,5.0,9.9,19.0,39.0,28.9,0.46,999.9,0,2017-12-10,7,513,176,0
2017-12-11,2017,12,11,36.6,21.9,1015.9,10.0,5.2,8.9,19.0,41.0,28.9,0.0,3.9,0,2017-12-11,1,725,193,0
2017-12-12,2017,12,12,43.7,31.9,1005.7,10.0,5.4,9.9,20.0,50.0,33.1,0.0,2.0,0,2017-12-12,2,687,147,1
2017-12-13,2017,12,13,26.9,8.1,1000.0,9.9,9.5,15.0,26.0,50.0,19.9,0.0,999.9,0,2017-12-13,3,709,171,0
2017-12-14,2017,12,14,27.2,15.5,1006.7,7.4,5.1,12.0,20.0,32.0,19.9,0.07,999.9,0,2017-12-14,4,883,215,1
2017-12-15,2017,12,15,23.6,10.6,1018.1,8.2,3.9,8.0,14.0,32.0,19.9,0.02,1.2,1,2017-12-15,5,999,211,0
2017-12-16,2017,12,16,28.9,19.0,1015.1,8.5,6.0,8.9,22.0,39.0,19.9,0.11,1.2,0,2017-12-16,6,661,168,0
2017-12-17,2017,12,17,34.7,22.3,1023.9,10.0,2.8,6.0,999.9,39.0,23.0,0.0,2.0,0,2017-12-17,7,547,150,1
2017-12-18,2017,12,18,38.7,30.3,1019.5,9.1,3.4,8.9,17.1,46.0,32.0,0.02,1.2,0,2017-12-18,1,706,172,1
2017-12-19,2017,12,19,49.5,35.7,1011.5,9.7,6.0,13.0,24.1,55.0,34.0,0.0,999.9,0,2017-12-19,2,657,159,1
2017-12-20,2017,12,20,46.0,24.3,1010.4,10.0,7.3,11.1,22.9,55.0,37.9,0.0,999.9,0,2017-12-20,3,700,172,0
2017-12-21,2017,12,21,35.6,16.6,1020.4,10.0,3.7,7.0,999.9,51.1,32.0,0.0,999.9,0,2017-12-21,4,742,186,2
2017-12-22,2017,12,22,40.0,24.1,1023.8,10.0,3.1,7.0,999.9,50.0,32.0,0.0,999.9,0,2017-12-22,5,720,177,0
2017-12-23,2017,12,23,41.3,39.2,1015.6,4.6,4.7,8.0,999.9,50.0,35.1,0.05,999.9,0,2017-12-23,6,565,160,1
2017-12-24,2017,12,24,40.0,30.1,1018.9,9.5,5.6,9.9,17.1,48.0,36.0,0.44,999.9,0,2017-12-24,7,469,123,0
2017-12-25,2017,12,25,35.7,25.5,1011.7,8.0,9.5,18.1,29.9,41.0,30.9,0.24,999.9,0,2017-12-25,1,333,93,0
2017-12-26,2017,12,26,26.4,3.1,1026.6,10.0,8.2,13.0,22.0,37.9,24.1,0.23,999.9,0,2017-12-26,2,543,130,1
2017-12-27,2017,12,27,21.8,1.4,1031.4,10.0,5.4,8.0,15.9,28.0,19.0,0.0,999.9,0,2017-12-27,3,577,152,1
2017-12-28,2017,12,28,16.2,-3.4,1032.9,10.0,6.8,9.9,20.0,24.1,12.9,0.0,999.9,0,2017-12-28,4,609,118,0
2017-12-29,2017,12,29,15.4,-0.8,1026.8,10.0,6.2,11.1,19.0,21.9,10.9,0.0,999.9,0,2017-12-29,5,598,131,1
2017-12-30,2017,12,30,19.7,7.5,1021.1,7.5,4.6,8.9,20.0,23.0,18.0,0.0,999.9,0,2017-12-30,6,565,146,0
2017-12-31,2017,12,31,20.9,12.3,1016.7,8.1,6.2,8.0,18.1,21.9,19.9,0.05,999.9,0,2017-12-31,7,462,122,0
2018-01-01,2018,01,01,11.7,-4.6,1027.4,10.0,7.3,11.1,19.0,21.0,7.0,0.0,999.9,0,2018-01-01,1,453,125,0
2018-01-02,2018,01,02,17.9,2.8,1028.1,10.0,7.0,13.0,20.0,26.1,7.0,0.0,999.9,0,2018-01-02,2,654,160,0
2018-01-03,2018,01,03,21.6,2.1,1025.4,10.0,3.5,8.0,24.1,30.0,12.9,0.0,999.9,0,2018-01-03,3,645,154,0
2018-01-04,2018,01,04,25.7,14.6,1006.7,5.4,9.1,18.1,34.0,30.0,16.0,0.07,999.9,1,2018-01-04,4,464,60,0
2018-01-05,2018,01,05,14.9,-2.5,1006.2,10.0,11.2,17.1,29.9,28.9,9.0,0.69,1.2,0,2018-01-05,5,700,115,1
2018-01-06,2018,01,06,10.2,-9.4,1021.0,10.0,9.7,14.0,26.0,19.0,8.1,0.0,7.1,0,2018-01-06,6,599,128,1
2018-01-07,2018,01,07,9.7,-6.6,1032.6,10.0,6.3,12.0,19.0,18.0,5.0,0.0,5.9,0,2018-01-07,7,475,122,0
2018-01-08,2018,01,08,22.5,7.7,1024.3,9.6,5.1,9.9,24.1,30.0,5.0,0.0,5.9,0,2018-01-08,1,720,173,0
2018-01-09,2018,01,09,35.6,22.3,1019.6,9.5,6.4,9.9,18.1,44.1,17.1,0.01,5.1,0,2018-01-09,2,684,159,0
2018-01-10,2018,01,10,35.1,21.0,1030.3,10.0,3.7,7.0,999.9,44.1,30.0,0.0,5.1,0,2018-01-10,3,687,174,2
2018-01-11,2018,01,11,44.7,36.7,1028.2,8.8,2.4,6.0,999.9,53.1,30.0,0.0,3.9,0,2018-01-11,4,696,184,0
2018-01-12,2018,01,12,54.5,52.8,1015.6,5.9,5.7,8.9,19.0,61.0,41.0,0.0,3.1,1,2018-01-12,5,704,172,0
2018-01-13,2018,01,13,43.6,36.8,1010.6,7.5,7.8,13.0,26.0,61.0,24.1,0.59,999.9,0,2018-01-13,6,603,166,1
2018-01-14,2018,01,14,19.2,0.6,1033.3,10.0,6.8,11.1,19.0,24.1,15.1,0.05,999.9,0,2018-01-14,7,494,126,0
2018-01-15,2018,01,15,21.4,7.9,1037.0,9.7,7.4,9.9,18.1,30.0,15.1,0.0,999.9,0,2018-01-15,1,523,155,1
